#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
               576             -0.84         -0.769722        0.00347914
               577             -0.84         -0.769844        0.00347524
               578             -0.76         -0.769827        0.00346927
               579             -0.68         -0.769672        0.00346675
               580             -0.76         -0.769655        0.00346081
               581             -0.84         -0.769776        0.00345697
               582             -0.84         -0.769897        0.00345314
               583             -0.92         -0.770154         0.0034568
               584             -0.92         -0.770411        0.00346039
               585             -0.92         -0.770667        0.00346391
               586             -0.68         -0.770512        0.00346145
               587             -0.92         -0.770767        0.00346491
               588             -0.92          -0.77102         0.0034683
               589             -0.84         -0.771138        0.00346439
               590             -0.84         -0.771254        0.00346048
               591             -0.76         -0.771235        0.00345468
               592             -0.84         -0.771351        0.00345079
               593             -0.84         -0.771467        0.00344692
               594             -0.76         -0.771448        0.00344117
               595             -0.76         -0.771429        0.00343544
               596             -0.76         -0.771409        0.00342973
               597             -0.76          -0.77139        0.00342404
               598             -0.76         -0.771371        0.00341836
               599             -0.84         -0.771486        0.00341458
               600             -0.84           -0.7716        0.00341079
               601             -0.84         -0.771714        0.00340702
               602             -0.76         -0.771694        0.00340141
               603             -0.76         -0.771675        0.00339583
               604             -0.76         -0.771656        0.00339026
               605             -0.84         -0.771769        0.00338654
               606             -0.84         -0.771881        0.00338282
               607             -0.76         -0.771862         0.0033773
               608             -0.76         -0.771842        0.00337181
               609             -0.76         -0.771823        0.00336632
               610             -0.84         -0.771934        0.00336266
               611             -0.76         -0.771915        0.00335721
               612             -0.76         -0.771895        0.00335179
               613             -0.68         -0.771746        0.00334967
               614             -0.76         -0.771726        0.00334427
               615             -0.76         -0.771707        0.00333888
               616             -0.84         -0.771818         0.0033353
               617             -0.76         -0.771799        0.00332995
               618             -0.76          -0.77178        0.00332462
               619              -0.6         -0.771502        0.00333081
               620             -0.76         -0.771484        0.00332549
               621             -0.84         -0.771594        0.00332196
               622             -0.84         -0.771704        0.00331844
               623             -0.68         -0.771557        0.00331638
               624              -0.6         -0.771282        0.00332244
               625             -0.68         -0.771136        0.00332033
               626             -0.68          -0.77099        0.00331822
               627             -0.76         -0.770973        0.00331297
               628             -0.76         -0.770955        0.00330775
               629             -0.68         -0.770811        0.00330565
               630             -0.76         -0.770794        0.00330044
               631             -0.76         -0.770777        0.00329526
               632              -0.6         -0.770506         0.0033011
               633             -0.76          -0.77049        0.00329593
               634             -0.68         -0.770347        0.00329382
               635             -0.76         -0.770331        0.00328867
               636              -0.6         -0.770063        0.00329439
               637             -0.76         -0.770047        0.00328926
               638             -0.76         -0.770031        0.00328414
               639             -0.84         -0.770141        0.00328082
               640             -0.84          -0.77025        0.00327751
               641             -0.84         -0.770359        0.00327421
               642             -0.84         -0.770467         0.0032709
               643             -0.76         -0.770451        0.00326586
               644             -0.84         -0.770559        0.00326257
               645             -0.84         -0.770667        0.00325929
               646             -0.76          -0.77065        0.00325428
               647             -0.76         -0.770634         0.0032493
               648             -0.76         -0.770617        0.00324432
               649             -0.76         -0.770601        0.00323936
               650             -0.76         -0.770585        0.00323442
               651              -0.6         -0.770323        0.00324005
               652             -0.68         -0.770184        0.00323804
               653             -0.76         -0.770168        0.00323312
               654             -0.76         -0.770153        0.00322821
               655             -0.76         -0.770137        0.00322332
               656             -0.76         -0.770122        0.00321845
