#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
               536           166.667           158.551           1.28527
               537           166.667           158.566           1.28296
               538           166.667           158.581           1.28067
               539           166.667           158.596           1.27838
               540           166.667           158.611            1.2761
               541           166.667           158.626           1.27383
               542           166.667           158.641           1.27156
               543           166.667           158.655           1.26931
               544           166.667            158.67           1.26706
               545           166.667           158.685           1.26482
               546           166.667           158.699           1.26259
               547           166.667           158.714           1.26036
               548           166.667           158.728           1.25815
               549           166.667           158.743           1.25594
               550           166.667           158.757           1.25374
               551           166.667           158.772           1.25154
               552           166.667           158.786           1.24936
               553           166.667             158.8           1.24718
               554           166.667           158.814           1.24501
               555           166.667           158.829           1.24285
               556           166.667           158.843           1.24069
               557           166.667           158.857           1.23854
               558           166.667           158.871            1.2364
               559           166.667           158.885           1.23427
               560           166.667           158.899           1.23214
               561           166.667           158.912           1.23002
               562           166.667           158.926           1.22791
               563           166.667            158.94           1.22581
               564           166.667           158.954           1.22371
               565           166.667           158.967           1.22162
               566           166.667           158.981           1.21954
               567           166.667           158.994           1.21746
               568           166.667           159.008            1.2154
               569           166.667           159.021           1.21333
               570           166.667           159.035           1.21128
               571           166.667           159.048           1.20923
               572           166.667           159.062           1.20719
               573           166.667           159.075           1.20516
               574           166.667           159.088           1.20313
               575           166.667           159.101           1.20111
               576           166.667           159.114            1.1991
               577           166.667           159.127           1.19709
               578           166.667            159.14           1.19509
               579           166.667           159.153            1.1931
               580           166.667           159.166           1.19111
               581           166.667           159.179           1.18913
               582           166.667           159.192           1.18716
               583           166.667           159.205           1.18519
               584           166.667           159.218           1.18323
               585           166.667           159.231           1.18128
               586           166.667           159.243           1.17933
               587           166.667           159.256           1.17739
               588           166.667           159.268           1.17545
               589           166.667           159.281           1.17352
               590           166.667           159.294            1.1716
               591           166.667           159.306           1.16968
               592           166.667           159.318           1.16777
               593           166.667           159.331           1.16587
               594           166.667           159.343           1.16397
               595           166.667           159.356           1.16208
               596           166.667           159.368            1.1602
               597           166.667            159.38           1.15832
               598           166.667           159.392           1.15645
               599           166.667           159.404           1.15458
               600           166.667           159.416           1.15272
               601           166.667           159.429           1.15086
               602           166.667           159.441           1.14901
               603           166.667           159.453           1.14717
               604           166.667           159.464           1.14533
               605           166.667           159.476            1.1435
               606           166.667           159.488           1.14168
               607           166.667             159.5           1.13986
               608           166.667           159.512           1.13804
               609           166.667           159.524           1.13624
               610           166.667           159.535           1.13443
               611           166.667           159.547           1.13264
               612           166.667           159.559           1.13085
               613           166.667            159.57           1.12906
               614           166.667           159.582           1.12728
               615           166.667           159.593           1.12551
               616           166.667           159.605           1.12374
               617           166.667           159.616           1.12198
               618           166.667           159.628           1.12022
               619           166.667           159.639           1.11847
               620           166.667            159.65           1.11672
               621           166.667           159.662           1.11498
               622           166.667           159.673           1.11324
               623           166.667           159.684           1.11151
               624           166.667           159.695           1.10979
               625           166.667           159.706           1.10807
               626           166.667           159.718           1.10635
               627           166.667           159.729           1.10464
               628           166.667            159.74           1.10294
               629           166.667           159.751           1.10124
               630           166.667           159.762           1.09955
               631           166.667           159.773           1.09786
               632           166.667           159.784           1.09618
               633           166.667           159.794            1.0945
               634           166.667           159.805           1.09283
               635           166.667           159.816           1.09116
               636           166.667           159.827            1.0895
               637           166.667           159.838           1.08784
               638           166.667           159.848           1.08619
               639           166.667           159.859           1.08454
               640           166.667            159.87            1.0829
               641           166.667            159.88           1.08126
               642           166.667           159.891           1.07963
               643           166.667           159.901             1.078
               644           166.667           159.912           1.07638
               645           166.667           159.922           1.07476
               646           166.667           159.933           1.07315
               647           166.667           159.943           1.07154
               648           166.667           159.953           1.06993
               649           166.667           159.964           1.06834
               650           166.667           159.974           1.06674
               651           166.667           159.984           1.06515
               652           166.667           159.995           1.06357
               653           166.667           160.005           1.06199
               654           166.667           160.015           1.06041
               655           166.667           160.025           1.05884
               656           166.667           160.035           1.05728
               657           166.667           160.045           1.05572
               658           166.667           160.056           1.05416
               659           166.667           160.066           1.05261
               660           166.667           160.076           1.05106
               661           166.667           160.086           1.04952
               662           166.667           160.095           1.04798
               663           166.667           160.105           1.04645
               664           166.667           160.115           1.04492
               665           166.667           160.125           1.04339
               666           166.667           160.135           1.04187
               667           166.667           160.145           1.04036
               668           166.667           160.154           1.03884
               669           166.667           160.164           1.03734
               670           166.667           160.174           1.03583
               671           166.667           160.184           1.03434
               672           166.667           160.193           1.03284
               673           166.667           160.203           1.03135
               674           166.667           160.212           1.02987
               675           166.667           160.222           1.02838
               676           166.667           160.232           1.02691
               677           166.667           160.241           1.02543
               678           166.667           160.251           1.02397
               679           166.667            160.26            1.0225
               680           166.667           160.269           1.02104
               681           166.667           160.279           1.01959
               682           166.667           160.288           1.01813
               683           166.667           160.298           1.01669
               684           166.667           160.307           1.01524
               685           166.667           160.316            1.0138
               686           166.667           160.325           1.01237
               687           166.667           160.335           1.01093
               688           166.667           160.344           1.00951
               689           166.667           160.353           1.00808
               690           166.667           160.362           1.00666
               691           166.667           160.371           1.00525
               692           166.667            160.38           1.00384
               693           166.667           160.389           1.00243
               694           166.667           160.398           1.00103
               695           166.667           160.407          0.999627
               696           166.667           160.416          0.998231
               697           166.667           160.425          0.996839
               698           166.667           160.434          0.995451
               699           166.667           160.443          0.994067
               700           166.667           160.452          0.992686
               701           166.667           160.461           0.99131
               702           166.667            160.47          0.989937
               703           166.667           160.479          0.988568
               704           166.667           160.488          0.987203
               705           166.667           160.496          0.985842
               706           166.667           160.505          0.984484
               707           166.667           160.514           0.98313
               708           166.667           160.522           0.98178
               709           166.667           160.531          0.980433
               710           166.667            160.54          0.979091
               711           166.667           160.548          0.977752
               712           166.667           160.557          0.976416
               713           166.667           160.565          0.975084
               714           166.667           160.574          0.973756
               715           166.667           160.583          0.972431
               716           166.667           160.591           0.97111
               717           166.667             160.6          0.969793
               718           166.667           160.608          0.968479
               719           166.667           160.616          0.967169
               720           166.667           160.625          0.965862
               721           166.667           160.633          0.964559
               722           166.667           160.642          0.963259
               723           166.667            160.65          0.961963
               724           166.667           160.658           0.96067
               725           166.667           160.666          0.959381
               726           166.667           160.675          0.958095
               727           166.667           160.683          0.956812
               728           166.667           160.691          0.955533
               729           166.667           160.699          0.954258
               730           166.667           160.708          0.952985
               731           166.667           160.716          0.951717
               732           166.667           160.724          0.950451
               733           166.667           160.732          0.949189
               734           166.667            160.74           0.94793
               735           166.667           160.748          0.946675
               736           166.667           160.756          0.945423
               737           166.667           160.764          0.944174
               738           166.667           160.772          0.942929
               739           166.667            160.78          0.941686
               740           166.667           160.788          0.940447
               741           166.667           160.796          0.939212
               742           166.667           160.804          0.937979
               743           166.667           160.812           0.93675
               744           166.667            160.82          0.935524
               745           166.667           160.828          0.934301
               746           166.667           160.835          0.933082
               747           166.667           160.843          0.931865
               748           166.667           160.851          0.930652
               749           166.667           160.859          0.929442
               750           166.667           160.866          0.928235
               751           166.667           160.874          0.927031
               752           166.667           160.882           0.92583
               753           166.667            160.89          0.924632
               754           166.667           160.897          0.923438
               755           166.667           160.905          0.922246
               756           166.667           160.913          0.921058
               757           166.667            160.92          0.919873
               758           166.667           160.928           0.91869
               759           166.667           160.935          0.917511
               760           166.667           160.943          0.916335
               761           166.667            160.95          0.915162
               762           166.667           160.958          0.913991
               763           166.667           160.965          0.912824
               764           166.667           160.973           0.91166
               765           166.667            160.98          0.910498
               766           166.667           160.988           0.90934
               767           166.667           160.995          0.908185
               768           166.667           161.002          0.907032
               769           166.667            161.01          0.905882
               770           166.667           161.017          0.904736
               771           166.667           161.024          0.903592
